date,country,source,temp_weighted,wind_weighted
2016-09-27,BE,history,14.973933458328245,37.87535095214844
2016-09-28,BE,history,18.167891597747804,42.45252990722656
2016-09-29,BE,history,17.02809896469116,51.9361572265625
2016-09-30,BE,history,15.144453716278075,30.631746292114258
2016-10-01,BE,history,14.068308210372924,36.71294021606445
2016-10-02,BE,history,12.542475080490114,44.96686553955078
2016-10-03,BE,history,13.753621435165405,36.452552795410156
2016-10-04,BE,history,12.849662685394287,42.12615203857422
2016-10-05,BE,history,10.830079412460327,44.093753814697266
2016-10-06,BE,history,9.291642236709594,39.25485610961914
2016-10-07,BE,history,11.520079374313353,32.52774429321289
2016-10-08,BE,history,10.353412628173826,19.06300926208496
